Sentence,Period,Year,Structure,ClauseType,Construction,Mverbf,Mfiniteness,MatrixMood,Mmoodrase,Everbf,Everbfiniteness,Everbmood,Everbmoodrase,Complementizer
porque no creen que sea la nuestra ,1900,1948,no creer que V,non-interrogative,other,creen,finite,ind,ind,sea,finite,subj,subj1,That
mas no creerá que es su padre,1400,c1400-1498 ,no creer que V,non-interrogative,other,creerá,finite,ind,ind,es,finite,ind,ind,That
no creerá que es más hermoso y deleitable lo que encubre dentro? Y son espinas que a todas horas lastiman ,1600,1640-1642 ,no creer que V,non-interrogative,other,creerá,finite,ind,ind,es,finite,ind,ind,That
El no creerá que ha de volver de las tinieblas,1900,1909,no creer que V,non-interrogative,other,creerá,finite,ind,ind,ha,finite,ind,ind,That
no creerán que sea tan pronto... ,1900,1907,no creer que V,non-interrogative,other,creeran,finite,ind,ind,sea,finite,subj,subj1,That
"? No creerán que gané el guión; qué le cayó al hombre que le ganó, dirán, y qué yo le hurté. ¡Cuál me tiene ",1600,1595-1605 ,no creer que V,non-interrogative,other,creerán,finite,ind,ind,gané,finite,ind,ind,That
no creerán que muero.,1500,1598,no creer que V,non-interrogative,other,creerán,finite,ind,ind,muero,finite,ind,ind,That
"no creerán que se ha levantado  un día en el horizonte del mundo, en que esta religión divina, toda de misericordia ",1800,c1848-1853 ,no creer que V,non-interrogative,other,creerás,finite,ind,ind,ha,finite,ind,ind,That
No creerás que vivo con lo que me dan aquí. Con lo que me dan aquí el día quince ya no comía mi familia.,1900,1972,no creer que V,non-interrogative,other,creerás,finite,ind,ind,vivo,finite,ind,ind,That
No creerás que voy a dejarte ir así,1900,1966,no creer que V,non-interrogative,other,creerás,finite,ind,ind,voy,finite,ind,ind,That
"? No creeré que eran putas de otra tierra las que hicieron los dioses animales, ni que otros c... gusto tal encierran",1700,c1771-1777 ,no creer que V,non-interrogative,other,creeré,finite,ind,ind,eran,finite,ind,ind,That
no creeré que haya escuchado mi voz.,1900,1909,no creer que V,non-interrogative,other,creeré,finite,ind,ind,haya,finite,subj,subj1,That
"no creeréis que es este amor platónico, cosa por estos tiempos mal segura.  Mal hubiesen los año",1600,1621,no creer que V,non-interrogative,other,creereis,finite,ind,ind,es,finite,ind,ind,That
no creeréis que son para en guerra,1500,1589,no creer que V,non-interrogative,other,creereis,finite,ind,ind,son,finite,ind,ind,That
"no creería que hubiesse cosa más hermosa que ella en cuantas Dios crió, ni en el cielo, ni en la tierra. Y oyendo ",1600,1607,no creer que V,non-interrogative,other,creería,finite,ind,ind,hubiesse,finite,subj,subj1,That
"no creería que tubiese las lomas tan verdes, salvo que por la espesura en algunos lugares los indios e ",1400,1494,no creer que V,non-interrogative,other,creería,finite,ind,ind,tubiese,finite,subj,subj1,That
"no creerían que era por haber perdido el respeto al rey —que siendo esto, doblado castigo merecían—; ",1600,1604-1618 ,no creer que V,non-interrogative,other,creerian,finite,ind,ind,era,finite,ind,ind,That
non creerían que había otros buenos mejores e ellos solos guardados. Et por ende non te querelles ,1400,a1417,no creer que V,non-interrogative,other,creerian,finite,ind,ind,había,finite,ind,ind,That
no creerian que hay divina Providencia,1500,1589,no creer que V,non-interrogative,other,creerian,finite,ind,ind,hay,finite,ind,ind,That
"no creerían que había llovido copiosamente durante la noche. El cielo estaba limpio, azul, el aire era de una ",1900,1930,no creer que V,non-interrogative,other,creerían,finite,ind,ind,había,finite,ind,ind,That
", si no crees que matar es virtud; no te suplica que le hagas otro bien sino que te pese de su mal, que cosa ",1400,1482-1492 ,no creer que V,non-interrogative,other,crees,finite,ind,ind,es,finite,ind,ind,That
"Y si no crees que es verdad, vente tú, señor, conmigo; que hallando en ella un testigo, saldrás de tu ceguedad",1600,c1652,no creer que V,non-interrogative,other,crees,finite,ind,ind,es,finite,ind,ind,That
"Que tú no crees que hay vida que comienza donde ésta acaba, ni la suerte, o Lico, a las obras humanas prometida",1600,1592-a1631 ,no creer que V,non-interrogative,other,crees,finite,ind,ind,hay,finite,ind,ind,That
"no crees que sea el cadáver de miss la causa de ese ruido, piensa un poco lo que puede ser. Su alma, respondió ",1700,1786,no creer que V,non-interrogative,other,crees,finite,ind,ind,sea,finite,subj,subj1,That
no creí que era cosa del siglo XVIII. ,1700,1769,no creer que V,non-interrogative,other,crei,finite,ind,ind,era,finite,ind,ind,That
No creí que era usted ciega,1700,1766,no creer que V,non-interrogative,other,crei,finite,ind,ind,era,finite,ind,ind,That
"no creí que era ésta ocasión de que te incomodaras conmigo. Pero, en fin, tengamos paz, que los buenos ",1800,1834,no creer que V,non-interrogative,other,crei,finite,ind,ind,era,finite,ind,ind,That
no crei que eran necessarias. Esperadme,1600,1629,no creer que V,non-interrogative,other,crei,finite,ind,ind,eran,finite,ind,ind,That
"No creí que eran tan necios los hombres tan bien vestidos. ¡Qué vanos!, ¡qué desatentos!, ¡qué g",1700,1773,no creer que V,non-interrogative,other,crei,finite,ind,ind,eran,finite,ind,ind,That
No creí que eras tan sabia,1700,1765,no creer que V,non-interrogative,other,crei,finite,ind,ind,eras,finite,ind,ind,That
no creí que eras tú.,1800,1886,no creer que V,non-interrogative,other,crei,finite,ind,ind,eras,finite,ind,ind,That
No creí que estaba usted aquí,1800,1884,no creer que V,non-interrogative,other,crei,finite,ind,ind,estaba,finite,ind,ind,That
"no creía que estaua libre de la juridicion del sueño, hasta que leuanta ndose, sin acertar a pronunciar ",1600,1629,no creer que V,non-interrogative,other,crei,finite,ind,ind,estaua,finite,ind,ind,That
"no creí que guardaría  vuestro corazón, Enrique, contra mi amor, ese dique de cortesana falsía. (Con ligereza.) Mas hoy, el mundo ideal que forjó mi pecho ardiente, desciende cual un torrente de su bello ",1800,1855,no creer que V,non-interrogative,other,crei,finite,ind,ind,guyardaria,finite,ind,ind,That
Es que no creí que iba usté tan lejos.,1800,1879,no creer que V,non-interrogative,other,crei,finite,ind,ind,iba,finite,ind,ind,That
", no creí que iba a perder el sentido hasta ese punto. ¡Cosas de chicos! ¿Quién les pudo ayudar en la fuga",1900,1921,no creer que V,non-interrogative,other,crei,finite,ind,ind,iba,finite,ind,ind,That
no crei que merecia pensamiento mio quien tuuiesse este  nombre; mis peregrinaciones nacieron ,1600,1629,no creer que V,non-interrogative,other,crei,finite,ind,ind,merecia,finite,ind,ind,That
", no creí que podría ser malo... ",1800,1834,no creer que V,non-interrogative,other,crei,finite,ind,ind,podría,finite,ind,ind,That
No creí que recibiría tan pronto el nuevo libro,1900,1941-1970 ,no creer que V,non-interrogative,other,crei,finite,ind,ind,recibiría,finite,ind,ind,That
"no creí que sería esta noche ni en esta casa, sino más adelante y en mi celda.",1800,1878,no creer que V,non-interrogative,other,crei,finite,ind,ind,seria,finite,ind,ind,That
No creí que se estoorbaran lo uno y lo otro,1800,1888,no creer que V,non-interrogative,other,crei,finite,ind,ind,estoorbaran,finite,subj,subj2,That
No creí que estuviera usted tan lejos de una mínima humildad sacerdotal! Usted me hará el favor de predicar como todo el mundo,1900,1968,no creer que V,non-interrogative,other,crei,finite,ind,ind,estuviera,finite,subj,subj2,That
No creí que estuviera en casa ,1900,1961,no creer que V,non-interrogative,other,crei,finite,ind,ind,estuviera,finite,subj,subj2,That
"No creí que estuviera usted, ya digo",1900,1911,no creer que V,non-interrogative,other,crei,finite,ind,ind,estuviera,finite,subj,subj2,That
"no creí que existiera ya en ninguna parte. Entre el poco español que sé y mi azoramiento, me costaba trabajo ",1900,1948,no creer que V,non-interrogative,other,crei,finite,ind,ind,existiera,finite,subj,subj2,That
No creí que fuea tanto,1900,1908,no creer que V,non-interrogative,other,crei,finite,ind,ind,fuera,finite,subj,subj2,That
no creí que fuera tanto,1800,1894,no creer que V,non-interrogative,other,crei,finite,ind,ind,fuera,finite,subj,subj2,That
yo no creí que fueran tan malos,1800,1876,no creer que V,non-interrogative,other,crei,finite,ind,ind,fueran,finite,subj,subj2,That
. No creí que fuese usted tan joven. Por regla general la fama espera a que los hombres sólo sean ya deseables ,1900,1930,no creer que V,non-interrogative,other,crei,finite,ind,ind,fuese,finite,subj,subj1,That
yo no creí que fuese tierra porque era el de mi madre.  El que ve lo que vi cuando era mozo que amor disuelto ,1900,1905,no creer que V,non-interrogative,other,crei,finite,ind,ind,fuese,finite,subj,subj1,That
"no creí que hubiera españoles capaces de semejante vileza. No, el que tal ha hecho no es español.",1800,1874,no creer que V,non-interrogative,other,crei,finite,ind,ind,hubiera,finite,subj,subj2,That
"no creía que hubiese oro en aquella isla, hasta que lo vió.",1600,1601,no creer que V,non-interrogative,other,crei,finite,ind,ind,hubiese,finite,subj,subj1,That
no creí que llegaras a tal extremo,1800,1878,no creer que V,non-interrogative,other,crei,finite,ind,ind,llegaras,finite,subj,subj2,That
". No creí que notasen mi falta, ni quise ofender.",1900,1926,no creer que V,non-interrogative,other,crei,finite,ind,ind,notasen,finite,subj,subj1,That
no creí que pasara de ser una amenaza.,1900,1934,no creer que V,non-interrogative,other,crei,finite,ind,ind,pasara,finite,subj,subj2,That
no creí que pudiera llegar a ella hasta que oí música de guitarras y voces que salían de la misma ven,1600,1618,no creer que V,non-interrogative,other,crei,finite,ind,ind,pudiera,finite,subj,subj2,That
yo no creí que pudierais entrar en la cárcel,1900,c1933,no creer que V,non-interrogative,other,crei,finite,ind,ind,pudierais,finite,subj,subj2,That
no creí que quedara tan bonita,1700,1773,no creer que V,non-interrogative,other,crei,finite,ind,ind,quedara,finite,subj,subj2,That
"No creí que trabajasen tan bien en nuestro sentido, pero al fin Dios se lo pague, que aunque su intención ",1800,1820-1823 ,no creer que V,non-interrogative,other,crei,finite,ind,ind,trabajasen,finite,subj,subj1,That
"No creí que viniese nadie a estas horas y había dejado apagar la estufa, pero en un momento la enciendo ",1900,1975,no creer que V,non-interrogative,other,crei,finite,ind,ind,viniese,finite,subj,subj1,That
; no creí que era tanto dolor carecer de la vista de quien [25] se adora. ¿Cómo podré vivir sin vos? Contaré ,1700,1787-1803 ,no creer que V,non-interrogative,other,creí,finite,ind,ind,era,finite,ind,ind,That
"No creí que érades sola la mas dina; Mi ignorancia formó una espesa nube, Sirvió á la flaca vista de cortina",1600,1604,no creer que V,non-interrogative,other,creí,finite,ind,ind,érades,finite,ind,ind,That
no creí que iba a darle tan fuerte,1900,1952,no creer que V,non-interrogative,other,creí,finite,ind,ind,iba,finite,ind,ind,That
"no creí que venían las primeras aguas y la tierra con ellas se ha puesto amorosa que gusta el ararla, de ",1900,1902,no creer que V,non-interrogative,other,creí,finite,ind,ind,venían,finite,ind,ind,That
"No creí que deseasen los soberanos del Norte, ó áun el de la nacion francesa, la modificacion de nuestra ley ",1800,1847-1849 ,no creer que V,non-interrogative,other,creí,finite,ind,ind,deseasen,finite,subj,subj1,That
no creía que acertaba a galardonar tantos ,1800,1807,no creer que V,non-interrogative,other,creia,finite,ind,ind,acertaba,finite,ind,ind,That
"él no creía que se allanaría: que el reino, no embargante que muchos, de los que con él estaban, ",1500,c1553-a1584 ,no creer que V,non-interrogative,other,creia,finite,ind,ind,allanaria,finite,ind,ind,That
no creía que debía enojarse,1800,1885-1887 ,no creer que V,non-interrogative,other,creia,finite,ind,ind,debia,finite,ind,ind,That
"no creía que era él, sino algún otro admirador de los muchos que tengo...",1900,1953,no creer que V,non-interrogative,other,creia,finite,ind,ind,era,finite,ind,ind,That
No creía que éramos tan amigos».,1600,1642-1648 ,no creer que V,non-interrogative,other,creia,finite,ind,ind,eramos,finite,ind,ind,That
"no creía que había de que— de cansancio, de cierto como relativo misticismo que le pedía a él la soledad ",1800,1891,no creer que V,non-interrogative,other,creia,finite,ind,ind,había,finite,ind,ind,That
"no creía que podía añadir nada a lo suyo, pues sus sainetes estaban muy bien, que no veía qué podía ",1900,1944-1949 ,no creer que V,non-interrogative,other,creia,finite,ind,ind,podia,finite,ind,ind,That
no creía que podían ser fieles y leales al emperador terreno o mortal los que a su Dios inmortal y a su Fee eran ,1400,1454-1457 ,no creer que V,non-interrogative,other,creia,finite,ind,ind,podian,finite,ind,ind,That
Dios no creía que sería nada. E luego Arderique hizo venir los mejores cirugianos que tenía para que lo curasen,1500,1517,no creer que V,non-interrogative,other,creia,finite,ind,ind,seria,finite,ind,ind,That
"si yo no creía que tenía esto una intencionalidad política. Es decir, que el gobierno lo había hecho intencionalmente ",1900,1971,no creer que V,non-interrogative,other,creia,finite,ind,ind,tenia,finite,ind,ind,That
"Ya no creía que puesta de pie sobre la cumbre más alta de la cordillera de enfrente, tocaría las nubes con ",1800,1889,no creer que V,non-interrogative,other,creia,finite,ind,ind,tocaria,finite,ind,ind,That
Usted no creía que asistiese ningún espíritu ,1900,1930,no creer que V,non-interrogative,other,creia,finite,ind,ind,asistiese,finite,subj,subj1,That
no creía que estallara tan pronto,1900,1936,no creer que V,non-interrogative,other,creia,finite,ind,ind,estallara,finite,subj,subj2,That
"no creía que estuviera usted tan  gaga ! Suya afectísima, Dolly.»",1900,1944-1949 ,no creer que V,non-interrogative,other,creia,finite,ind,ind,estuviera,finite,subj,subj2,That
