Sentence,Period,Year,Year2,MClauseType,MClauseType2,Mverbclass,Mverbl,Mverbf,Mverbfin,Mverbtype,Construction,Everbf,Emood,Emoodrase,EClauseType
El Tenorio no cree que se alcance la felicidad por el amor,1900,1926,1926,noninterrogative,declarative,non-factive,creer (believe),cree,finite,ind,other,alcance,subj,subj,unambiguous
"no cree que la Tierra gire alrededor del Sol, sino alrededor de sí mismo. * La única persona ante quien  ",1900,1935,1935,noninterrogative,declarative,non-factive,creer (believe),cree,finite,ind,other,gire,subj,subj,unambiguous
hay ateo que no cree que le haya,1900,1936,1936,noninterrogative,declarative,non-factive,creer (believe),cree,finite,ind,other,haya,subj,subj,unambiguous
"No cree que la propiedad privada sea resultante de una ley humana, sino de la ley natural",1900,1946,1946,noninterrogative,declarative,non-factive,creer (believe),cree,finite,ind,other,sea,subj,subj,unambiguous
"el Consejo no cree que deba insistir en este punto, porque con ello podría alterarse la numeración asignada a determinados artículos de la Ley",1900,1946,1946,noninterrogative,declarative,non-factive,creer (believe),cree,finite,ind,other,deba,subj,subj,unambiguous
que no cree que haya nada digno de ser observado fuera de su especialidad.,1900,1946,1946,noninterrogative,declarative,non-factive,creer (believe),cree,finite,ind,other,haya,subj,subj,unambiguous
no cree que la historia esté dirigida por la Providencia,1900,1949,1949,noninterrogative,declarative,non-factive,creer (believe),cree,finite,ind,other,esté,subj,subj,unambiguous
no cree que este país esté ejerciendo una influencia democrática ,1900,1949,1949,noninterrogative,declarative,non-factive,creer (believe),cree,finite,ind,other,esté,subj,subj,unambiguous
"él no cree que luego haya algo, después de esta vida. Lo que le aterroriza es, simplemente, morir.",1900,1954,1954,noninterrogative,declarative,non-factive,creer (believe),cree,finite,ind,other,haya,subj,subj,unambiguous
"no cree que el débito del Sueño con el  Roman de    la Rose consista en la batalla alegórica, vagamente parecida en los dos poemas, sino en la contraposición entre ",1900,1954,1954,noninterrogative,declarative,non-factive,creer (believe),cree,finite,ind,other,consista,subj,subj,unambiguous
no cree que estas páginas puedan comenzarse bajo otro signo que el de la ,1900,1956,1956,noninterrogative,declarative,non-factive,creer (believe),cree,finite,ind,other,puedan,subj,subj,unambiguous
no cree que desde él pueda verse mejor paisaje que desde la Mira.,1900,1956,1956,noninterrogative,declarative,non-factive,creer (believe),cree,finite,ind,other,pueda,subj,subj,unambiguous
no cree que pueda encontrar una valuta que precise el orden que debe guardarse en la consecución de ,1900,1962,1962,noninterrogative,declarative,non-factive,creer (believe),cree,finite,ind,other,pueda,subj,subj,unambiguous
no cree que Salomón hubiese jamás sellado sus cartas con esta planta. Pero nadie negará que las cicatrices redondeadas que los tallos ,1900,1962,1962,noninterrogative,declarative,non-factive,creer (believe),cree,finite,ind,other,hubiese,subj,subj,unambiguous
no cree que la guerra sea inevitable ,1900,1962,1962,noninterrogative,declarative,non-factive,creer (believe),cree,finite,ind,other,sea,subj,subj,unambiguous
Usted no cree que yo sea el diablo porque no cree en el diablo,1900,1963,1963,noninterrogative,declarative,non-factive,creer (believe),cree,finite,ind,other,sea,subj,subj,unambiguous
no cree que Don Juan lo sea de veras,1900,1963,1963,noninterrogative,declarative,non-factive,creer (believe),cree,finite,ind,other,sea,subj,subj,unambiguous
"Wietfeldt no cree que el miedo, el «timor belli», sea la causa determinante de las neurosis. «Según mi opinión —dice—, las neurosis de guerra no están ",1900,1966,1966,noninterrogative,declarative,non-factive,creer (believe),cree,finite,ind,other,sea,subj,subj,unambiguous
"Marx no cree que las mercancías se cambien en equilibrio por la cantidad de ""trabajo socialmente necesario"", sino de acuerdo a otros factores bien ",1900,1967,1967,noninterrogative,declarative,non-factive,creer (believe),cree,finite,ind,other,cambien,subj,subj,unambiguous
No cree que los pobres tengan una conciencia de clase y que esto debiera de ser uno de los elementos fundamentales precisamente ,1900,1971,1971,noninterrogative,declarative,non-factive,creer (believe),cree,finite,ind,other,tengan,subj,subj,unambiguous
no cree que la teoría baste para explicar el origen del hombre.,1900,1972,1972,noninterrogative,declarative,non-factive,creer (believe),cree,finite,ind,other,baste,subj,subj,unambiguous
"No cree que existan unas «leyes» que dirijan el progreso cultural, sino que las diferencias observables serían el resultado del azar del juego de las ",1900,1973,1973,noninterrogative,declarative,non-factive,creer (believe),cree,finite,ind,other,existan,subj,subj,unambiguous
El viejo no cree que los pájaros estén en el mundo para que les hablemos. ,1900,1985,1985,noninterrogative,declarative,non-factive,creer (believe),cree,finite,ind,other,esten,subj,subj,unambiguous
"es herético el que no cree que el Papa, legítimamente elegido, sea Vicario de Jesuchristo y cabeça de toda la Yglesia militante",1500,1540-1553 ,1546,noninterrogative,declarative,non-factive,creer (believe),cree,finite,ind,other,sea,subj,subj,unambiguous
"no cree que anden por allí espíritus puros como los angélicos, ni otros por el estilo de los hombres.",1800,1855-1875 ,1865,noninterrogative,declarative,non-factive,creer (believe),cree,finite,ind,other,anden,subj,subj,unambiguous
",  y no cree que Dios sea autor del pecado, porque Dios obra siempre a fin de ejercitar la justicia,  ",1800,1880-1881 ,1880,noninterrogative,declarative,non-factive,creer (believe),cree,finite,ind,other,sea,subj,subj,unambiguous
"no cree que haya Dios, ni justicia, ni resurrección, ni Jesucristo, ni Sagrada Escritura, ni nada; sino que todo muere, y ",1800,1880-1881 ,1880,noninterrogative,declarative,non-factive,creer (believe),cree,finite,ind,other,haya,subj,subj,unambiguous
no cree que en el libro del destino haya escritas palabras siniestras ,1800,1885-1887 ,1886,noninterrogative,declarative,non-factive,creer (believe),cree,finite,ind,other,haya,subj,subj,unambiguous
"no cree que haya de ser forzosamente única. Considera posibles tres formas puras, regidas por el interés común.",1900,1941-1970 ,1955,noninterrogative,declarative,non-factive,creer (believe),cree,finite,ind,other,haya,subj,subj,unambiguous
no cree que existan ideas generales ,1900,1941-1970 ,1955,noninterrogative,declarative,non-factive,creer (believe),cree,finite,ind,other,existan,subj,subj,unambiguous
"Hegel no cree que la realidad del mundo sea divina, que ese  pân sea  theós ;",1900,1941-1970 ,1955,noninterrogative,declarative,non-factive,creer (believe),cree,finite,ind,other,sea,subj,subj,unambiguous
no cree que a los obreros se les deba matar de hambre,1900,1951-1969 ,1960,noninterrogative,declarative,non-factive,creer (believe),cree,finite,ind,other,deba,subj,subj,unambiguous
"ca non cree que sea otro dios. Seneca dize: ninguna  cosa se puede aconparar al onbre avariçioso, nin otra cosa non ha mejor sinon rogar a Dios que le de la muerte. Ezechia profeta dize: digasme que te ayudan las riquezas, si ",1400,a1424-1520 ,1472,noninterrogative,declarative,non-factive,creer (believe),cree,finite,ind,other,sea,subj,subj,unambiguous
", e non cree que pueda estar vencida por el su poder nin de los bárbaros",1400,c1430,1430,noninterrogative,declarative,non-factive,creer (believe),cree,finite,ind,other,pueda,subj,subj,unambiguous
"no cree que el espíritu avance un ápice en el camino de su perfección, ni que se adentre en lo esencial por apartamiento y eliminación del mundo ",1900,c1923-1936 ,1929,noninterrogative,declarative,non-factive,creer (believe),cree,finite,ind,other,avance,subj,subj,unambiguous
", pues que non creedes que el cumple, e non uos departides daquellos quel crucifigaron. ",1200,a1260 ,1260,noninterrogative,declarative,non-factive,creer (believe),creedes,finite,ind,other,cumple,ind,ind,unambiguous
"no creéis que soy el viento, ",1600,1682,1682,noninterrogative,declarative,non-factive,creer (believe),creeis,finite,ind,other,soy,ind,ind,unambiguous
"no creéis que hay aquí, en el cerebro, un cielo más inmenso que ese cielo que rueda sobre nuestras cabezas, y apagáis el espíritu, el soplo de Dios, la ",1800,1862,1862,noninterrogative,declarative,non-factive,creer (believe),creeis,finite,ind,other,hay,ind,ind,unambiguous
"No creéis que es posible hacer mal y discurrir bien, ni ser precavido siendo delincuente, ni sostenerse donde todos caen, ni ",1800,1865,1865,noninterrogative,declarative,non-factive,creer (believe),creeis,finite,ind,other,es,ind,ind,unambiguous
"¡No creéis que vale quizás más matar al hombre negro antes de que nos extermine?"" Entonces levanté a mi vez yo el dedo y dije: ""¡Escuchadme, compañeros! ¡Caso de que verdaderamente hayáis resuelto ",1900,c1916,1916,noninterrogative,declarative,non-factive,creer (believe),creeis,finite,ind,other,vale,ind,ind,unambiguous
"Por último, no creéis que pueda conservarse intacta la fe del catolicismo sin el predominio y protectorado de un Trono omnímodo; y en las consecuencias de vuestros principios os olvidáis de las eventualidades del ",1800,1846,1846,noninterrogative,declarative,non-factive,creer (believe),creeís,finite,ind,other,pueda,subj,subj,unambiguous
"Si no creéis que es esto, señor, verdad, volved los ojos y vello",1600,1640-1644 ,1642,noninterrogative,declarative,non-factive,creer (believe),creéis,finite,ind,other,es,ind,ind,unambiguous
"Si no creéis que es esto, señor, verdad, volved los ojos, y vedlo",1600,1640-1644 ,1642,noninterrogative,declarative,non-factive,creer (believe),creéis,finite,ind,other,es,ind,ind,unambiguous
y no creéis que hay peligro en esto,1800,1861,1861,noninterrogative,declarative,non-factive,creer (believe),créeis,finite,ind,other,hay,ind,ind,unambiguous
", las quales no creemos que aveis tenido ni teneys, mas proporneys vuestras casa e persona por el buen regimiento e governaçion dellos, y pues  ",1500,1516,1516,noninterrogative,declarative,non-factive,creer (believe),creemos,finite,ind,1st present,aveis,ind,ind,unambiguous
no creemos que verná en concierto. ,1500,1516,1516,noninterrogative,declarative,non-factive,creer (believe),creemos,finite,ind,1st present,verná,ind,ind,unambiguous
i no creamos que puede ser repetido o tornado a ofrezer,1500,1560,1560,noninterrogative,declarative,non-factive,creer (believe),creemos,finite,ind,1st present,puede,ind,ind,unambiguous
si no creemos que antes de llegar al último renglón han de haber encontrado nuestros perspicaces lectores el original del retrato que no hacemos.,1800,1833,1833,noninterrogative,declarative,non-factive,creer (believe),creemos,finite,ind,1st present,hemos,ind,ind,unambiguous
no creemos que queda contradicción,1800,1845,1845,noninterrogative,declarative,non-factive,creer (believe),creemos,finite,ind,1st present,queda,ind,ind,unambiguous
"no creemos que el partido liberal conservador es fósil e inerte, sino que es un ser colectivo, orgánico y lleno de vida, el cual, sin alteración de su esencia, adelanta y se ",1800,1863,1863,noninterrogative,declarative,non-factive,creer (believe),creemos,finite,ind,1st present,es,ind,ind,unambiguous
Aunque no creemos que deja de haber culpa en el delincuente político,1800,1877,1877,noninterrogative,declarative,non-factive,creer (believe),creemos,finite,ind,1st present,deja,ind,ind,unambiguous
"y no creemos que el bueno de Rodrigo, premeditadamente lleva á cabo tan insigne tontería",1800,1877,1877,noninterrogative,declarative,non-factive,creer (believe),creemos,finite,ind,1st present,lleva,ind,ind,unambiguous
"donde no creemos que debe haberla. No sabiéndose si el preso es delincuente, ni en qué grado, ni de qué ",1800,1877,1877,noninterrogative,declarative,non-factive,creer (believe),creemos,finite,ind,1st present,debe,ind,ind,unambiguous
"no creemos que puede tener inconvenientes para la salud una reclusión que no debe ser larga, sino en casos excepcionales,",1800,1877,1877,noninterrogative,declarative,non-factive,creer (believe),creemos,finite,ind,1st present,puede,ind,ind,unambiguous
"No creemos que el niño es un ángel, y la original imperfección nos parece evidente",1800,1877,1877,noninterrogative,declarative,non-factive,creer (believe),creemos,finite,ind,1st present,es,ind,ind,unambiguous
no creemos que se hallarían mayores facilidades,1800,1877,1877,noninterrogative,declarative,non-factive,creer (believe),creemos,finite,ind,1st present,hallarían,ind,ind,unambiguous
"no creemos que será necesario, porque las rebeldías, muy raras en el sistema de aislamiento, se verifican por lo común en los primeros ",1800,1877,1877,noninterrogative,declarative,non-factive,creer (believe),creemos,finite,ind,1st present,será,ind,ind,unambiguous
no creemos que dijo tal el famoso autor de la inestimable obra Conservación de Monarquías; ,1900,1901,1901,noninterrogative,declarative,non-factive,creer (believe),creemos,finite,ind,1st present,dijo,ind,ind,unambiguous
No creemos que este método debe trastornar completamente el arte de curar. Ha suministrado un nuevo medio de defensa y un nuevo medio de ,1900,1912,1912,noninterrogative,declarative,non-factive,creer (believe),creemos,finite,ind,1st present,debe,ind,ind,unambiguous
la que no creemos que es preciso en el momento presente examinar con detalle.,1900,1966,1966,noninterrogative,declarative,non-factive,creer (believe),creemos,finite,ind,1st present,es,ind,ind,unambiguous
"no creemos que es peligro ni daño el que passa por los otros, mas el que nos avemos de sufrir ya ",1300,1300-1305 ,1302,noninterrogative,declarative,non-factive,creer (believe),creemos,finite,ind,1st present,es,ind,ind,unambiguous
nos non cremos que la diuinidat murio nin podria murir,1300,1327-1332 ,1329,noninterrogative,declarative,non-factive,creer (believe),creemos,finite,ind,1st present,murio,ind,ind,unambiguous
nos non  creemos quelos  çielos se fizieron  como el cauallo & el asno njn  dezjmos que su conpusiçion adebda corrupçion commo delos visitables & anjmales por la contrariedat que  tienen & la rrayz dela cosa es quel  eser quando  esta acabado non  demuestra ese eser sobre lo que  era ante de su ,1400,1419-1432 ,1425,noninterrogative,declarative,non-factive,creer (believe),creemos,finite,ind,1st present,fizieron,ind,ind,unambiguous
y a nos poner a mesura y merced de quien no creemos que la havrá de nosotros; y que le rogamos que la parte del despojo * que a nosotros daría lo mande dar a las ,1400,1482-1492 ,1487,noninterrogative,declarative,non-factive,creer (believe),creemos,finite,ind,1st present,havrá,ind,ind,unambiguous
